Year,Technology,Region,InvestmentCost
2021,Agri03_No-till,DEG,1323.3911849822996
2021,Agri04_toGrassland,DE1,3905.8708753862857
2021,Agri04_toGrassland,DE2,3905.8708753862857
2021,Agri04_toGrassland,DE3,3905.8708753862857
2021,Agri04_toGrassland,DE4,3905.8708753862857
2021,Agri04_toGrassland,DE5,3905.8708753862857
2021,Agri04_toGrassland,DE6,3905.8708753862857
2021,Agri04_toGrassland,DE7,3905.8708753862857
2021,Agri04_toGrassland,DE8,3905.8708753862857
2021,Agri04_toGrassland,DE9,3905.8708753862857
2021,Agri04_toGrassland,DEA,3905.8708753862857
2021,Agri04_toGrassland,DEB,3905.8708753862857
2021,Agri04_toGrassland,DEC,3905.8708753862857
2021,Agri04_toGrassland,DEE,3905.8708753862857
2021,Agri04_toGrassland,DED,3905.8708753862857
2021,Agri04_toGrassland,DEF,3905.8708753862857
2021,Agri04_toGrassland,DEG,3905.8708753862857
2021,Agri05_Agroforestry,DE1,2518.9492215214523
2021,Agri05_Agroforestry,DE2,2518.9492215214523
2021,Agri05_Agroforestry,DE3,2518.9492215214523
2021,Agri05_Agroforestry,DE4,2518.9492215214523
2021,Agri05_Agroforestry,DE5,2518.9492215214523
2021,Agri05_Agroforestry,DE6,2518.9492215214523
2021,Agri05_Agroforestry,DE7,2518.9492215214523
2021,Agri05_Agroforestry,DE8,2518.9492215214523
2021,Agri05_Agroforestry,DE9,2518.9492215214523
2021,Agri05_Agroforestry,DEA,2518.9492215214523
2021,Agri05_Agroforestry,DEB,2518.9492215214523
2021,Agri05_Agroforestry,DEC,2518.9492215214523
2021,Agri05_Agroforestry,DEE,2518.9492215214523
2021,Agri05_Agroforestry,DED,2518.9492215214523
2021,Agri05_Agroforestry,DEF,2518.9492215214523
2021,Agri05_Agroforestry,DEG,2518.9492215214523
2021,Agri06_Biochar,DE1,2562.5166707382714
2021,Agri06_Biochar,DE2,2562.5166707382714
2021,Agri06_Biochar,DE3,2562.5166707382714
2021,Agri06_Biochar,DE4,2562.5166707382714
2021,Agri06_Biochar,DE5,2562.5166707382714
2021,Agri06_Biochar,DE6,2562.5166707382714
2021,Agri06_Biochar,DE7,2562.5166707382714
2021,Agri06_Biochar,DE8,2562.5166707382714
2021,Agri06_Biochar,DE9,2562.5166707382714
2021,Agri06_Biochar,DEA,2562.5166707382714
2021,Agri06_Biochar,DEB,2562.5166707382714
2021,Agri06_Biochar,DEC,2562.5166707382714
2021,Agri06_Biochar,DEE,2562.5166707382714
2021,Agri06_Biochar,DED,2562.5166707382714
2021,Agri06_Biochar,DEF,2562.5166707382714
2021,Agri06_Biochar,DEG,2562.5166707382714
2022,Agri01_AGC,DE1,2313.502206190222
2022,Agri01_AGC,DE2,2313.502206190222
2022,Agri01_AGC,DE3,2313.502206190222
2022,Agri01_AGC,DE4,2313.502206190222
2022,Agri01_AGC,DE5,2313.502206190222
2022,Agri01_AGC,DE6,2313.502206190222
2022,Agri01_AGC,DE7,2313.502206190222
2022,Agri01_AGC,DE8,2313.502206190222
2022,Agri01_AGC,DE9,2313.502206190222
2022,Agri01_AGC,DEA,2313.502206190222
2022,Agri01_AGC,DEB,2313.502206190222
2022,Agri01_AGC,DEC,2313.502206190222
2022,Agri01_AGC,DEE,2313.502206190222
2022,Agri01_AGC,DED,2313.502206190222
2022,Agri01_AGC,DEF,2313.502206190222
2022,Agri01_AGC,DEG,2313.502206190222
2022,Agri02_OFC,DE1,2312.187103896711
2022,Agri02_OFC,DE2,2312.187103896711
2022,Agri02_OFC,DE3,2312.187103896711
2022,Agri02_OFC,DE4,2312.187103896711
2022,Agri02_OFC,DE5,2312.187103896711
2022,Agri02_OFC,DE6,2312.187103896711
2022,Agri02_OFC,DE7,2312.187103896711
2022,Agri02_OFC,DE8,2312.187103896711
2022,Agri02_OFC,DE9,2312.187103896711
2022,Agri02_OFC,DEA,2312.187103896711
2022,Agri02_OFC,DEB,2312.187103896711
2022,Agri02_OFC,DEC,2312.187103896711
2022,Agri02_OFC,DEE,2312.187103896711
2022,Agri02_OFC,DED,2312.187103896711
2022,Agri02_OFC,DEF,2312.187103896711
2022,Agri02_OFC,DEG,2312.187103896711
2022,Agri03_No-till,DE1,1535.671258853488
2022,Agri03_No-till,DE2,1535.671258853488
2022,Agri03_No-till,DE3,1535.671258853488
2022,Agri03_No-till,DE4,1535.671258853488
2022,Agri03_No-till,DE5,1535.671258853488
2022,Agri03_No-till,DE6,1535.671258853488
2022,Agri03_No-till,DE7,1535.671258853488
2022,Agri03_No-till,DE8,1535.671258853488
2022,Agri03_No-till,DE9,1535.671258853488
2022,Agri03_No-till,DEA,1535.671258853488
2022,Agri03_No-till,DEB,1535.671258853488
2022,Agri03_No-till,DEC,1535.671258853488
2022,Agri03_No-till,DEE,1535.671258853488
2022,Agri03_No-till,DED,1535.671258853488
2022,Agri03_No-till,DEF,1535.671258853488
2022,Agri03_No-till,DEG,1535.671258853488
2022,Agri04_toGrassland,DE1,3844.341274582095
2022,Agri04_toGrassland,DE2,3844.341274582095
2022,Agri04_toGrassland,DE3,3844.341274582095
2022,Agri04_toGrassland,DE4,3844.341274582095
2022,Agri04_toGrassland,DE5,3844.341274582095
2022,Agri04_toGrassland,DE6,3844.341274582095
2022,Agri04_toGrassland,DE7,3844.341274582095
2022,Agri04_toGrassland,DE8,3844.341274582095
2022,Agri04_toGrassland,DE9,3844.341274582095
2022,Agri04_toGrassland,DEA,3844.341274582095
2022,Agri04_toGrassland,DEB,3844.341274582095
2022,Agri04_toGrassland,DEC,3844.341274582095
2022,Agri04_toGrassland,DEE,3844.341274582095
2022,Agri04_toGrassland,DED,3844.341274582095
2022,Agri04_toGrassland,DEF,3844.341274582095
2022,Agri04_toGrassland,DEG,3844.341274582095
2022,Agri05_Agroforestry,DE1,2649.0095541540154
2022,Agri05_Agroforestry,DE2,2649.0095541540154
2022,Agri05_Agroforestry,DE3,2649.0095541540154
2022,Agri05_Agroforestry,DE4,2649.0095541540154
2022,Agri05_Agroforestry,DE5,2649.0095541540154
2022,Agri05_Agroforestry,DE6,2649.0095541540154
2022,Agri05_Agroforestry,DE7,2649.0095541540154
2022,Agri05_Agroforestry,DE8,2649.0095541540154
2022,Agri05_Agroforestry,DE9,2649.0095541540154
2022,Agri05_Agroforestry,DEA,2649.0095541540154
2022,Agri05_Agroforestry,DEB,2649.0095541540154
2022,Agri05_Agroforestry,DEC,2649.0095541540154
2022,Agri05_Agroforestry,DEE,2649.0095541540154
2022,Agri05_Agroforestry,DED,2649.0095541540154
2022,Agri05_Agroforestry,DEF,2649.0095541540154
2022,Agri05_Agroforestry,DEG,2649.0095541540154
2022,Agri06_Biochar,DE1,2648.8428652860666
2022,Agri06_Biochar,DE2,2648.8428652860666
2022,Agri06_Biochar,DE3,2648.8428652860666
2022,Agri06_Biochar,DE4,2648.8428652860666
2022,Agri06_Biochar,DE5,2648.8428652860666
2022,Agri06_Biochar,DE6,2648.8428652860666
2022,Agri06_Biochar,DE7,2648.8428652860666
2022,Agri06_Biochar,DE8,2648.8428652860666
2022,Agri06_Biochar,DE9,2648.8428652860666
2022,Agri06_Biochar,DEA,2648.8428652860666
2022,Agri06_Biochar,DEB,2648.8428652860666
2022,Agri06_Biochar,DEC,2648.8428652860666
2022,Agri06_Biochar,DEE,2648.8428652860666
2022,Agri06_Biochar,DED,2648.8428652860666
2022,Agri06_Biochar,DEF,2648.8428652860666
2022,Agri06_Biochar,DEG,2648.8428652860666
2023,Agri01_AGC,DE1,2232.1580711900947
2023,Agri01_AGC,DE2,2232.1580711900947
2023,Agri01_AGC,DE3,2232.1580711900947
2023,Agri01_AGC,DE4,2232.1580711900947
2023,Agri01_AGC,DE5,2232.1580711900947
2023,Agri01_AGC,DE6,2232.1580711900947
2023,Agri01_AGC,DE7,2232.1580711900947
2023,Agri01_AGC,DE8,2232.1580711900947
2023,Agri01_AGC,DE9,2232.1580711900947
2023,Agri01_AGC,DEA,2232.1580711900947
2023,Agri01_AGC,DEB,2232.1580711900947
2023,Agri01_AGC,DEC,2232.1580711900947
2023,Agri01_AGC,DEE,2232.1580711900947
2023,Agri01_AGC,DED,2232.1580711900947
2023,Agri01_AGC,DEF,2232.1580711900947
2023,Agri01_AGC,DEG,2232.1580711900947
2023,Agri02_OFC,DE1,2230.1854177498285
2023,Agri02_OFC,DE2,2230.1854177498285
2023,Agri02_OFC,DE3,2230.1854177498285
2023,Agri02_OFC,DE4,2230.1854177498285
2023,Agri02_OFC,DE5,2230.1854177498285
2023,Agri02_OFC,DE6,2230.1854177498285
2023,Agri02_OFC,DE7,2230.1854177498285
2023,Agri02_OFC,DE8,2230.1854177498285
2023,Agri02_OFC,DE9,2230.1854177498285
2023,Agri02_OFC,DEA,2230.1854177498285
2023,Agri02_OFC,DEB,2230.1854177498285
2023,Agri02_OFC,DEC,2230.1854177498285
2023,Agri02_OFC,DEE,2230.1854177498285
2023,Agri02_OFC,DED,2230.1854177498285
2023,Agri02_OFC,DEF,2230.1854177498285
2023,Agri02_OFC,DEG,2230.1854177498285
2023,Agri03_No-till,DE1,1747.9513327246764
2023,Agri03_No-till,DE2,1747.9513327246764
2023,Agri03_No-till,DE3,1747.9513327246764
2023,Agri03_No-till,DE4,1747.9513327246764
2023,Agri03_No-till,DE5,1747.9513327246764
2023,Agri03_No-till,DE6,1747.9513327246764
2023,Agri03_No-till,DE7,1747.9513327246764
2023,Agri03_No-till,DE8,1747.9513327246764
2023,Agri03_No-till,DE9,1747.9513327246764
2023,Agri03_No-till,DEA,1747.9513327246764
2023,Agri03_No-till,DEB,1747.9513327246764
2023,Agri03_No-till,DEC,1747.9513327246764
2023,Agri03_No-till,DEE,1747.9513327246764
2023,Agri03_No-till,DED,1747.9513327246764
2023,Agri03_No-till,DEF,1747.9513327246764
2023,Agri03_No-till,DEG,1747.9513327246764
2023,Agri04_toGrassland,DE1,3782.8116737779046
2023,Agri04_toGrassland,DE2,3782.8116737779046
2023,Agri04_toGrassland,DE3,3782.8116737779046
2023,Agri04_toGrassland,DE4,3782.8116737779046
2023,Agri04_toGrassland,DE5,3782.8116737779046
2023,Agri04_toGrassland,DE6,3782.8116737779046
2023,Agri04_toGrassland,DE7,3782.8116737779046
2023,Agri04_toGrassland,DE8,3782.8116737779046
2023,Agri04_toGrassland,DE9,3782.8116737779046
2023,Agri04_toGrassland,DEA,3782.8116737779046
2023,Agri04_toGrassland,DEB,3782.8116737779046
2023,Agri04_toGrassland,DEC,3782.8116737779046
2023,Agri04_toGrassland,DEE,3782.8116737779046
2023,Agri04_toGrassland,DED,3782.8116737779046
2023,Agri04_toGrassland,DEF,3782.8116737779046
2023,Agri04_toGrassland,DEG,3782.8116737779046
2023,Agri05_Agroforestry,DE1,2779.069886786579
2023,Agri05_Agroforestry,DE2,2779.069886786579
2023,Agri05_Agroforestry,DE3,2779.069886786579
2023,Agri05_Agroforestry,DE4,2779.069886786579
2023,Agri05_Agroforestry,DE5,2779.069886786579
2023,Agri05_Agroforestry,DE6,2779.069886786579
2023,Agri05_Agroforestry,DE7,2779.069886786579
2023,Agri05_Agroforestry,DE8,2779.069886786579
2023,Agri05_Agroforestry,DE9,2779.069886786579
2023,Agri05_Agroforestry,DEA,2779.069886786579
2023,Agri05_Agroforestry,DEB,2779.069886786579
2023,Agri05_Agroforestry,DEC,2779.069886786579
2023,Agri05_Agroforestry,DEE,2779.069886786579
2023,Agri05_Agroforestry,DED,2779.069886786579
2023,Agri05_Agroforestry,DEF,2779.069886786579
2023,Agri05_Agroforestry,DEG,2779.069886786579
2023,Agri06_Biochar,DE1,2735.1690598338614
2023,Agri06_Biochar,DE2,2735.1690598338614
2023,Agri06_Biochar,DE3,2735.1690598338614
2023,Agri06_Biochar,DE4,2735.1690598338614
2023,Agri06_Biochar,DE5,2735.1690598338614
2023,Agri06_Biochar,DE6,2735.1690598338614
2023,Agri06_Biochar,DE7,2735.1690598338614
2023,Agri06_Biochar,DE8,2735.1690598338614
2023,Agri06_Biochar,DE9,2735.1690598338614
2023,Agri06_Biochar,DEA,2735.1690598338614
2023,Agri06_Biochar,DEB,2735.1690598338614
2023,Agri06_Biochar,DEC,2735.1690598338614
2023,Agri06_Biochar,DEE,2735.1690598338614
2023,Agri06_Biochar,DED,2735.1690598338614
2023,Agri06_Biochar,DEF,2735.1690598338614
2023,Agri06_Biochar,DEG,2735.1690598338614
2024,Agri01_AGC,DE1,2150.8139361899675
2024,Agri01_AGC,DE2,2150.8139361899675
2024,Agri01_AGC,DE3,2150.8139361899675
2024,Agri01_AGC,DE4,2150.8139361899675
2024,Agri01_AGC,DE5,2150.8139361899675
2024,Agri01_AGC,DE6,2150.8139361899675
2024,Agri01_AGC,DE7,2150.8139361899675
2024,Agri01_AGC,DE8,2150.8139361899675
2024,Agri01_AGC,DE9,2150.8139361899675
2024,Agri01_AGC,DEA,2150.8139361899675
2024,Agri01_AGC,DEB,2150.8139361899675
2024,Agri01_AGC,DEC,2150.8139361899675
2024,Agri01_AGC,DEE,2150.8139361899675
2024,Agri01_AGC,DED,2150.8139361899675
2024,Agri01_AGC,DEF,2150.8139361899675
2024,Agri01_AGC,DEG,2150.8139361899675
2024,Agri02_OFC,DE1,2148.183731602946
2024,Agri02_OFC,DE2,2148.183731602946
2024,Agri02_OFC,DE3,2148.183731602946
2024,Agri02_OFC,DE4,2148.183731602946
2024,Agri02_OFC,DE5,2148.183731602946
2024,Agri02_OFC,DE6,2148.183731602946
2024,Agri02_OFC,DE7,2148.183731602946
2024,Agri02_OFC,DE8,2148.183731602946
2024,Agri02_OFC,DE9,2148.183731602946
2024,Agri02_OFC,DEA,2148.183731602946
2024,Agri02_OFC,DEB,2148.183731602946
2024,Agri02_OFC,DEC,2148.183731602946
2024,Agri02_OFC,DEE,2148.183731602946
2024,Agri02_OFC,DED,2148.183731602946
2024,Agri02_OFC,DEF,2148.183731602946
2024,Agri02_OFC,DEG,2148.183731602946
2024,Agri03_No-till,DE1,1960.2314065958649
2024,Agri03_No-till,DE2,1960.2314065958649
2024,Agri03_No-till,DE3,1960.2314065958649
2024,Agri03_No-till,DE4,1960.2314065958649
2024,Agri03_No-till,DE5,1960.2314065958649
2024,Agri03_No-till,DE6,1960.2314065958649
2024,Agri03_No-till,DE7,1960.2314065958649
2024,Agri03_No-till,DE8,1960.2314065958649
2024,Agri03_No-till,DE9,1960.2314065958649
2024,Agri03_No-till,DEA,1960.2314065958649
2024,Agri03_No-till,DEB,1960.2314065958649
2024,Agri03_No-till,DEC,1960.2314065958649
2024,Agri03_No-till,DEE,1960.2314065958649
2024,Agri03_No-till,DED,1960.2314065958649
2024,Agri03_No-till,DEF,1960.2314065958649
2024,Agri03_No-till,DEG,1960.2314065958649
2024,Agri04_toGrassland,DE1,3721.282072973714
2024,Agri04_toGrassland,DE2,3721.282072973714
2024,Agri04_toGrassland,DE3,3721.282072973714
2024,Agri04_toGrassland,DE4,3721.282072973714
2024,Agri04_toGrassland,DE5,3721.282072973714
2024,Agri04_toGrassland,DE6,3721.282072973714
2024,Agri04_toGrassland,DE7,3721.282072973714
2024,Agri04_toGrassland,DE8,3721.282072973714
2024,Agri04_toGrassland,DE9,3721.282072973714
2024,Agri04_toGrassland,DEA,3721.282072973714
2024,Agri04_toGrassland,DEB,3721.282072973714
2024,Agri04_toGrassland,DEC,3721.282072973714
2024,Agri04_toGrassland,DEE,3721.282072973714
2024,Agri04_toGrassland,DED,3721.282072973714
2024,Agri04_toGrassland,DEF,3721.282072973714
2024,Agri04_toGrassland,DEG,3721.282072973714
2024,Agri05_Agroforestry,DE1,2909.130219419142
2024,Agri05_Agroforestry,DE2,2909.130219419142
2024,Agri05_Agroforestry,DE3,2909.130219419142
2024,Agri05_Agroforestry,DE4,2909.130219419142
2024,Agri05_Agroforestry,DE5,2909.130219419142
2024,Agri05_Agroforestry,DE6,2909.130219419142
2024,Agri05_Agroforestry,DE7,2909.130219419142
2024,Agri05_Agroforestry,DE8,2909.130219419142
2024,Agri05_Agroforestry,DE9,2909.130219419142
2024,Agri05_Agroforestry,DEA,2909.130219419142
2024,Agri05_Agroforestry,DEB,2909.130219419142
2024,Agri05_Agroforestry,DEC,2909.130219419142
2024,Agri05_Agroforestry,DEE,2909.130219419142
2024,Agri05_Agroforestry,DED,2909.130219419142
2024,Agri05_Agroforestry,DEF,2909.130219419142
2024,Agri05_Agroforestry,DEG,2909.130219419142
2024,Agri06_Biochar,DE1,2821.4952543816567
2024,Agri06_Biochar,DE2,2821.4952543816567
2024,Agri06_Biochar,DE3,2821.4952543816567
2024,Agri06_Biochar,DE4,2821.4952543816567
2024,Agri06_Biochar,DE5,2821.4952543816567
2024,Agri06_Biochar,DE6,2821.4952543816567
2024,Agri06_Biochar,DE7,2821.4952543816567
2024,Agri06_Biochar,DE8,2821.4952543816567
2024,Agri06_Biochar,DE9,2821.4952543816567
2024,Agri06_Biochar,DEA,2821.4952543816567
2024,Agri06_Biochar,DEB,2821.4952543816567
2024,Agri06_Biochar,DEC,2821.4952543816567
2024,Agri06_Biochar,DEE,2821.4952543816567
2024,Agri06_Biochar,DED,2821.4952543816567
2024,Agri06_Biochar,DEF,2821.4952543816567
2024,Agri06_Biochar,DEG,2821.4952543816567
2025,Agri01_AGC,DE1,2069.4698011898404
2025,Agri01_AGC,DE2,2069.4698011898404
2025,Agri01_AGC,DE3,2069.4698011898404
2025,Agri01_AGC,DE4,2069.4698011898404
2025,Agri01_AGC,DE5,2069.4698011898404
2025,Agri01_AGC,DE6,2069.4698011898404
2025,Agri01_AGC,DE7,2069.4698011898404
2025,Agri01_AGC,DE8,2069.4698011898404
2025,Agri01_AGC,DE9,2069.4698011898404
2025,Agri01_AGC,DEA,2069.4698011898404
2025,Agri01_AGC,DEB,2069.4698011898404
2025,Agri01_AGC,DEC,2069.4698011898404
2025,Agri01_AGC,DEE,2069.4698011898404
2025,Agri01_AGC,DED,2069.4698011898404
2025,Agri01_AGC,DEF,2069.4698011898404
2025,Agri01_AGC,DEG,2069.4698011898404
2025,Agri02_OFC,DE1,2066.182045456063
2025,Agri02_OFC,DE2,2066.182045456063
2025,Agri02_OFC,DE3,2066.182045456063
2025,Agri02_OFC,DE4,2066.182045456063
2025,Agri02_OFC,DE5,2066.182045456063
2025,Agri02_OFC,DE6,2066.182045456063
2025,Agri02_OFC,DE7,2066.182045456063
2025,Agri02_OFC,DE8,2066.182045456063
2025,Agri02_OFC,DE9,2066.182045456063
2025,Agri02_OFC,DEA,2066.182045456063
2025,Agri02_OFC,DEB,2066.182045456063
2025,Agri02_OFC,DEC,2066.182045456063
2025,Agri02_OFC,DEE,2066.182045456063
2025,Agri02_OFC,DED,2066.182045456063
2025,Agri02_OFC,DEF,2066.182045456063
2025,Agri02_OFC,DEG,2066.182045456063
2025,Agri03_No-till,DE1,2172.5114804670534
2025,Agri03_No-till,DE2,2172.5114804670534
2025,Agri03_No-till,DE3,2172.5114804670534
2025,Agri03_No-till,DE4,2172.5114804670534
2025,Agri03_No-till,DE5,2172.5114804670534
2025,Agri03_No-till,DE6,2172.5114804670534
2025,Agri03_No-till,DE7,2172.5114804670534
2025,Agri03_No-till,DE8,2172.5114804670534
2025,Agri03_No-till,DE9,2172.5114804670534
2025,Agri03_No-till,DEA,2172.5114804670534
2025,Agri03_No-till,DEB,2172.5114804670534
2025,Agri03_No-till,DEC,2172.5114804670534
2025,Agri03_No-till,DEE,2172.5114804670534
2025,Agri03_No-till,DED,2172.5114804670534
2025,Agri03_No-till,DEF,2172.5114804670534
2025,Agri03_No-till,DEG,2172.5114804670534
2025,Agri04_toGrassland,DE1,3659.7524721695236
2025,Agri04_toGrassland,DE2,3659.7524721695236
2025,Agri04_toGrassland,DE3,3659.7524721695236
2025,Agri04_toGrassland,DE4,3659.7524721695236
2025,Agri04_toGrassland,DE5,3659.7524721695236
2025,Agri04_toGrassland,DE6,3659.7524721695236
2025,Agri04_toGrassland,DE7,3659.7524721695236
2025,Agri04_toGrassland,DE8,3659.7524721695236
2025,Agri04_toGrassland,DE9,3659.7524721695236
2025,Agri04_toGrassland,DEA,3659.7524721695236
2025,Agri04_toGrassland,DEB,3659.7524721695236
2025,Agri04_toGrassland,DEC,3659.7524721695236
2025,Agri04_toGrassland,DEE,3659.7524721695236
2025,Agri04_toGrassland,DED,3659.7524721695236
2025,Agri04_toGrassland,DEF,3659.7524721695236
2025,Agri04_toGrassland,DEG,3659.7524721695236
2025,Agri05_Agroforestry,DE1,3039.1905520517057
2025,Agri05_Agroforestry,DE2,3039.1905520517057
2025,Agri05_Agroforestry,DE3,3039.1905520517057
2025,Agri05_Agroforestry,DE4,3039.1905520517057
