Year,Technology,Region,InvestmentLevelCost
2020,Agri06_Biochar,DE6,158.80334567688828
2020,Agri06_Biochar,DE7,158.80334567688828
2020,Agri06_Biochar,DE8,158.80334567688828
2020,Agri06_Biochar,DE9,158.80334567688828
2020,Agri06_Biochar,DEA,158.80334567688828
2020,Agri06_Biochar,DEB,158.80334567688828
2020,Agri06_Biochar,DEC,158.80334567688828
2020,Agri06_Biochar,DEE,158.80334567688828
2020,Agri06_Biochar,DED,158.80334567688828
2020,Agri06_Biochar,DEF,158.80334567688828
2020,Agri06_Biochar,DEG,158.80334567688828
2021,Agri01_AGC,DE1,153.58657381970625
2021,Agri01_AGC,DE2,153.58657381970625
2021,Agri01_AGC,DE3,153.58657381970625
2021,Agri01_AGC,DE4,153.58657381970625
2021,Agri01_AGC,DE5,153.58657381970625
2021,Agri01_AGC,DE6,153.58657381970625
2021,Agri01_AGC,DE7,153.58657381970625
2021,Agri01_AGC,DE8,153.58657381970625
2021,Agri01_AGC,DE9,153.58657381970625
2021,Agri01_AGC,DEA,153.58657381970625
2021,Agri01_AGC,DEB,153.58657381970625
2021,Agri01_AGC,DEC,153.58657381970625
2021,Agri01_AGC,DEE,153.58657381970625
2021,Agri01_AGC,DED,153.58657381970625
2021,Agri01_AGC,DEF,153.58657381970625
2021,Agri01_AGC,DEG,153.58657381970625
2021,Agri02_OFC,DE1,153.5444036704134
2021,Agri02_OFC,DE2,153.5444036704134
2021,Agri02_OFC,DE3,153.5444036704134
2021,Agri02_OFC,DE4,153.5444036704134
2021,Agri02_OFC,DE5,153.5444036704134
2021,Agri02_OFC,DE6,153.5444036704134
2021,Agri02_OFC,DE7,153.5444036704134
2021,Agri02_OFC,DE8,153.5444036704134
2021,Agri02_OFC,DE9,153.5444036704134
2021,Agri02_OFC,DEA,153.5444036704134
2021,Agri02_OFC,DEB,153.5444036704134
2021,Agri02_OFC,DEC,153.5444036704134
2021,Agri02_OFC,DEE,153.5444036704134
2021,Agri02_OFC,DED,153.5444036704134
2021,Agri02_OFC,DEF,153.5444036704134
2021,Agri02_OFC,DEG,153.5444036704134
2021,Agri03_No-till,DE1,84.87188277123671
2021,Agri03_No-till,DE2,84.87188277123671
2021,Agri03_No-till,DE3,84.87188277123671
2021,Agri03_No-till,DE4,84.87188277123671
2021,Agri03_No-till,DE5,84.87188277123671
2021,Agri03_No-till,DE6,84.87188277123671
2021,Agri03_No-till,DE7,84.87188277123671
2021,Agri03_No-till,DE8,84.87188277123671
2021,Agri03_No-till,DE9,84.87188277123671
2021,Agri03_No-till,DEA,84.87188277123671
2021,Agri03_No-till,DEB,84.87188277123671
2021,Agri03_No-till,DEC,84.87188277123671
2021,Agri03_No-till,DEE,84.87188277123671
2021,Agri03_No-till,DED,84.87188277123671
2021,Agri03_No-till,DEF,84.87188277123671
2021,Agri03_No-till,DEG,84.87188277123671
2021,Agri04_toGrassland,DE1,250.4917811280467
2021,Agri04_toGrassland,DE2,250.4917811280467
2021,Agri04_toGrassland,DE3,250.4917811280467
2021,Agri04_toGrassland,DE4,250.4917811280467
2021,Agri04_toGrassland,DE5,250.4917811280467
2021,Agri04_toGrassland,DE6,250.4917811280467
2021,Agri04_toGrassland,DE7,250.4917811280467
2021,Agri04_toGrassland,DE8,250.4917811280467
2021,Agri04_toGrassland,DE9,250.4917811280467
2021,Agri04_toGrassland,DEA,250.4917811280467
2021,Agri04_toGrassland,DEB,250.4917811280467
2021,Agri04_toGrassland,DEC,250.4917811280467
2021,Agri04_toGrassland,DEE,250.4917811280467
2021,Agri04_toGrassland,DED,250.4917811280467
2021,Agri04_toGrassland,DEF,250.4917811280467
2021,Agri04_toGrassland,DEG,250.4917811280467
2021,Agri05_Agroforestry,DE1,161.54555467930376
2021,Agri05_Agroforestry,DE2,161.54555467930376
2021,Agri05_Agroforestry,DE3,161.54555467930376
2021,Agri05_Agroforestry,DE4,161.54555467930376
2021,Agri05_Agroforestry,DE5,161.54555467930376
2021,Agri05_Agroforestry,DE6,161.54555467930376
2021,Agri05_Agroforestry,DE7,161.54555467930376
2021,Agri05_Agroforestry,DE8,161.54555467930376
2021,Agri05_Agroforestry,DE9,161.54555467930376
2021,Agri05_Agroforestry,DEA,161.54555467930376
2021,Agri05_Agroforestry,DEB,161.54555467930376
2021,Agri05_Agroforestry,DEC,161.54555467930376
2021,Agri05_Agroforestry,DEE,161.54555467930376
2021,Agri05_Agroforestry,DED,161.54555467930376
2021,Agri05_Agroforestry,DEF,161.54555467930376
2021,Agri05_Agroforestry,DEG,161.54555467930376
2021,Agri06_Biochar,DE1,164.33962757666944
2021,Agri06_Biochar,DE2,164.33962757666944
2021,Agri06_Biochar,DE3,164.33962757666944
2021,Agri06_Biochar,DE4,164.33962757666944
2021,Agri06_Biochar,DE5,164.33962757666944
2021,Agri06_Biochar,DE6,164.33962757666944
2021,Agri06_Biochar,DE7,164.33962757666944
2021,Agri06_Biochar,DE8,164.33962757666944
2021,Agri06_Biochar,DE9,164.33962757666944
2021,Agri06_Biochar,DEA,164.33962757666944
2021,Agri06_Biochar,DEB,164.33962757666944
2021,Agri06_Biochar,DEC,164.33962757666944
2021,Agri06_Biochar,DEE,164.33962757666944
2021,Agri06_Biochar,DED,164.33962757666944
2021,Agri06_Biochar,DEF,164.33962757666944
2021,Agri06_Biochar,DEG,164.33962757666944
2022,Agri01_AGC,DE1,148.3698019625242
2022,Agri01_AGC,DE2,148.3698019625242
2022,Agri01_AGC,DE3,148.3698019625242
2022,Agri01_AGC,DE4,148.3698019625242
2022,Agri01_AGC,DE5,148.3698019625242
2022,Agri01_AGC,DE6,148.3698019625242
2022,Agri01_AGC,DE7,148.3698019625242
2022,Agri01_AGC,DE8,148.3698019625242
2022,Agri01_AGC,DE9,148.3698019625242
2022,Agri01_AGC,DEA,148.3698019625242
2022,Agri01_AGC,DEB,148.3698019625242
2022,Agri01_AGC,DEC,148.3698019625242
2022,Agri01_AGC,DEE,148.3698019625242
2022,Agri01_AGC,DED,148.3698019625242
2022,Agri01_AGC,DEF,148.3698019625242
2022,Agri01_AGC,DEG,148.3698019625242
2022,Agri02_OFC,DE1,148.28546166393855
2022,Agri02_OFC,DE2,148.28546166393855
2022,Agri02_OFC,DE3,148.28546166393855
2022,Agri02_OFC,DE4,148.28546166393855
2022,Agri02_OFC,DE5,148.28546166393855
2022,Agri02_OFC,DE6,148.28546166393855
2022,Agri02_OFC,DE7,148.28546166393855
2022,Agri02_OFC,DE8,148.28546166393855
2022,Agri02_OFC,DE9,148.28546166393855
2022,Agri02_OFC,DEA,148.28546166393855
2022,Agri02_OFC,DEB,148.28546166393855
2022,Agri02_OFC,DEC,148.28546166393855
2022,Agri02_OFC,DEE,148.28546166393855
2022,Agri02_OFC,DED,148.28546166393855
2022,Agri02_OFC,DEF,148.28546166393855
2022,Agri02_OFC,DEG,148.28546166393855
2022,Agri03_No-till,DE1,98.4858540207928
2022,Agri03_No-till,DE2,98.4858540207928
2022,Agri03_No-till,DE3,98.4858540207928
2022,Agri03_No-till,DE4,98.4858540207928
2022,Agri03_No-till,DE5,98.4858540207928
2022,Agri03_No-till,DE6,98.4858540207928
2022,Agri03_No-till,DE7,98.4858540207928
2022,Agri03_No-till,DE8,98.4858540207928
2022,Agri03_No-till,DE9,98.4858540207928
2022,Agri03_No-till,DEA,98.4858540207928
2022,Agri03_No-till,DEB,98.4858540207928
2022,Agri03_No-till,DEC,98.4858540207928
2022,Agri03_No-till,DEE,98.4858540207928
2022,Agri03_No-till,DED,98.4858540207928
2022,Agri03_No-till,DEF,98.4858540207928
2022,Agri03_No-till,DEG,98.4858540207928
2022,Agri04_toGrassland,DE1,246.54575736298432
2022,Agri04_toGrassland,DE2,246.54575736298432
2022,Agri04_toGrassland,DE3,246.54575736298432
2022,Agri04_toGrassland,DE4,246.54575736298432
2022,Agri04_toGrassland,DE5,246.54575736298432
2022,Agri04_toGrassland,DE6,246.54575736298432
2022,Agri04_toGrassland,DE7,246.54575736298432
2022,Agri04_toGrassland,DE8,246.54575736298432
2022,Agri04_toGrassland,DE9,246.54575736298432
2022,Agri04_toGrassland,DEA,246.54575736298432
2022,Agri04_toGrassland,DEB,246.54575736298432
2022,Agri04_toGrassland,DEC,246.54575736298432
2022,Agri04_toGrassland,DEE,246.54575736298432
2022,Agri04_toGrassland,DED,246.54575736298432
2022,Agri04_toGrassland,DEF,246.54575736298432
2022,Agri04_toGrassland,DEG,246.54575736298432
2022,Agri05_Agroforestry,DE1,169.88659958699415
2022,Agri05_Agroforestry,DE2,169.88659958699415
2022,Agri05_Agroforestry,DE3,169.88659958699415
2022,Agri05_Agroforestry,DE4,169.88659958699415
2022,Agri05_Agroforestry,DE5,169.88659958699415
2022,Agri05_Agroforestry,DE6,169.88659958699415
2022,Agri05_Agroforestry,DE7,169.88659958699415
2022,Agri05_Agroforestry,DE8,169.88659958699415
2022,Agri05_Agroforestry,DE9,169.88659958699415
2022,Agri05_Agroforestry,DEA,169.88659958699415
2022,Agri05_Agroforestry,DEB,169.88659958699415
2022,Agri05_Agroforestry,DEC,169.88659958699415
2022,Agri05_Agroforestry,DEE,169.88659958699415
2022,Agri05_Agroforestry,DED,169.88659958699415
2022,Agri05_Agroforestry,DEF,169.88659958699415
2022,Agri05_Agroforestry,DEG,169.88659958699415
2022,Agri06_Biochar,DE1,169.8759094764506
2022,Agri06_Biochar,DE2,169.8759094764506
2022,Agri06_Biochar,DE3,169.8759094764506
2022,Agri06_Biochar,DE4,169.8759094764506
2022,Agri06_Biochar,DE5,169.8759094764506
2022,Agri06_Biochar,DE6,169.8759094764506
2022,Agri06_Biochar,DE7,169.8759094764506
2022,Agri06_Biochar,DE8,169.8759094764506
2022,Agri06_Biochar,DE9,169.8759094764506
2022,Agri06_Biochar,DEA,169.8759094764506
2022,Agri06_Biochar,DEB,169.8759094764506
2022,Agri06_Biochar,DEC,169.8759094764506
2022,Agri06_Biochar,DEE,169.8759094764506
2022,Agri06_Biochar,DED,169.8759094764506
2022,Agri06_Biochar,DEF,169.8759094764506
2022,Agri06_Biochar,DEG,169.8759094764506
2023,Agri01_AGC,DE1,143.15303010534217
2023,Agri01_AGC,DE2,143.15303010534217
2023,Agri01_AGC,DE3,143.15303010534217
2023,Agri01_AGC,DE4,143.15303010534217
2023,Agri01_AGC,DE5,143.15303010534217
2023,Agri01_AGC,DE6,143.15303010534217
2023,Agri01_AGC,DE7,143.15303010534217
2023,Agri01_AGC,DE8,143.15303010534217
2023,Agri01_AGC,DE9,143.15303010534217
2023,Agri01_AGC,DEA,143.15303010534217
2023,Agri01_AGC,DEB,143.15303010534217
2023,Agri01_AGC,DEC,143.15303010534217
2023,Agri01_AGC,DEE,143.15303010534217
2023,Agri01_AGC,DED,143.15303010534217
2023,Agri01_AGC,DEF,143.15303010534217
2023,Agri01_AGC,DEG,143.15303010534217
2023,Agri02_OFC,DE1,143.0265196574637
2023,Agri02_OFC,DE2,143.0265196574637
2023,Agri02_OFC,DE3,143.0265196574637
2023,Agri02_OFC,DE4,143.0265196574637
2023,Agri02_OFC,DE5,143.0265196574637
2023,Agri02_OFC,DE6,143.0265196574637
2023,Agri02_OFC,DE7,143.0265196574637
2023,Agri02_OFC,DE8,143.0265196574637
2023,Agri02_OFC,DE9,143.0265196574637
2023,Agri02_OFC,DEA,143.0265196574637
2023,Agri02_OFC,DEB,143.0265196574637
2023,Agri02_OFC,DEC,143.0265196574637
2023,Agri02_OFC,DEE,143.0265196574637
2023,Agri02_OFC,DED,143.0265196574637
2023,Agri02_OFC,DEF,143.0265196574637
2023,Agri02_OFC,DEG,143.0265196574637
2023,Agri03_No-till,DE1,112.09982527034887
2023,Agri03_No-till,DE2,112.09982527034887
2023,Agri03_No-till,DE3,112.09982527034887
2023,Agri03_No-till,DE4,112.09982527034887
2023,Agri03_No-till,DE5,112.09982527034887
2023,Agri03_No-till,DE6,112.09982527034887
2023,Agri03_No-till,DE7,112.09982527034887
2023,Agri03_No-till,DE8,112.09982527034887
2023,Agri03_No-till,DE9,112.09982527034887
2023,Agri03_No-till,DEA,112.09982527034887
2023,Agri03_No-till,DEB,112.09982527034887
2023,Agri03_No-till,DEC,112.09982527034887
2023,Agri03_No-till,DEE,112.09982527034887
2023,Agri03_No-till,DED,112.09982527034887
2023,Agri03_No-till,DEF,112.09982527034887
2023,Agri03_No-till,DEG,112.09982527034887
2023,Agri04_toGrassland,DE1,242.5997335979219
2023,Agri04_toGrassland,DE2,242.5997335979219
2023,Agri04_toGrassland,DE3,242.5997335979219
2023,Agri04_toGrassland,DE4,242.5997335979219
2023,Agri04_toGrassland,DE5,242.5997335979219
2023,Agri04_toGrassland,DE6,242.5997335979219
2023,Agri04_toGrassland,DE7,242.5997335979219
2023,Agri04_toGrassland,DE8,242.5997335979219
2023,Agri04_toGrassland,DE9,242.5997335979219
2023,Agri04_toGrassland,DEA,242.5997335979219
2023,Agri04_toGrassland,DEB,242.5997335979219
2023,Agri04_toGrassland,DEC,242.5997335979219
2023,Agri04_toGrassland,DEE,242.5997335979219
2023,Agri04_toGrassland,DED,242.5997335979219
2023,Agri04_toGrassland,DEF,242.5997335979219
2023,Agri04_toGrassland,DEG,242.5997335979219
2023,Agri05_Agroforestry,DE1,178.22764449468457
2023,Agri05_Agroforestry,DE2,178.22764449468457
2023,Agri05_Agroforestry,DE3,178.22764449468457
2023,Agri05_Agroforestry,DE4,178.22764449468457
2023,Agri05_Agroforestry,DE5,178.22764449468457
2023,Agri05_Agroforestry,DE6,178.22764449468457
2023,Agri05_Agroforestry,DE7,178.22764449468457
2023,Agri05_Agroforestry,DE8,178.22764449468457
2023,Agri05_Agroforestry,DE9,178.22764449468457
2023,Agri05_Agroforestry,DEA,178.22764449468457
2023,Agri05_Agroforestry,DEB,178.22764449468457
2023,Agri05_Agroforestry,DEC,178.22764449468457
2023,Agri05_Agroforestry,DEE,178.22764449468457
2023,Agri05_Agroforestry,DED,178.22764449468457
2023,Agri05_Agroforestry,DEF,178.22764449468457
2023,Agri05_Agroforestry,DEG,178.22764449468457
2023,Agri06_Biochar,DE1,175.41219137623173
2023,Agri06_Biochar,DE2,175.41219137623173
2023,Agri06_Biochar,DE3,175.41219137623173
2023,Agri06_Biochar,DE4,175.41219137623173
2023,Agri06_Biochar,DE5,175.41219137623173
2023,Agri06_Biochar,DE6,175.41219137623173
2023,Agri06_Biochar,DE7,175.41219137623173
2023,Agri06_Biochar,DE8,175.41219137623173
2023,Agri06_Biochar,DE9,175.41219137623173
2023,Agri06_Biochar,DEA,175.41219137623173
2023,Agri06_Biochar,DEB,175.41219137623173
2023,Agri06_Biochar,DEC,175.41219137623173
2023,Agri06_Biochar,DEE,175.41219137623173
2023,Agri06_Biochar,DED,175.41219137623173
2023,Agri06_Biochar,DEF,175.41219137623173
2023,Agri06_Biochar,DEG,175.41219137623173
2024,Agri01_AGC,DE1,137.93625824816013
2024,Agri01_AGC,DE2,137.93625824816013
2024,Agri01_AGC,DE3,137.93625824816013
2024,Agri01_AGC,DE4,137.93625824816013
2024,Agri01_AGC,DE5,137.93625824816013
2024,Agri01_AGC,DE6,137.93625824816013
2024,Agri01_AGC,DE7,137.93625824816013
2024,Agri01_AGC,DE8,137.93625824816013
2024,Agri01_AGC,DE9,137.93625824816013
2024,Agri01_AGC,DEA,137.93625824816013
2024,Agri01_AGC,DEB,137.93625824816013
2024,Agri01_AGC,DEC,137.93625824816013
2024,Agri01_AGC,DEE,137.93625824816013
2024,Agri01_AGC,DED,137.93625824816013
2024,Agri01_AGC,DEF,137.93625824816013
2024,Agri01_AGC,DEG,137.93625824816013
2024,Agri02_OFC,DE1,137.7675776509888
2024,Agri02_OFC,DE2,137.7675776509888
2024,Agri02_OFC,DE3,137.7675776509888
2024,Agri02_OFC,DE4,137.7675776509888
2024,Agri02_OFC,DE5,137.7675776509888
2024,Agri02_OFC,DE6,137.7675776509888
2024,Agri02_OFC,DE7,137.7675776509888
2024,Agri02_OFC,DE8,137.7675776509888
2024,Agri02_OFC,DE9,137.7675776509888
2024,Agri02_OFC,DEA,137.7675776509888
2024,Agri02_OFC,DEB,137.7675776509888
2024,Agri02_OFC,DEC,137.7675776509888
2024,Agri02_OFC,DEE,137.7675776509888
2024,Agri02_OFC,DED,137.7675776509888
2024,Agri02_OFC,DEF,137.7675776509888
2024,Agri02_OFC,DEG,137.7675776509888
2024,Agri03_No-till,DE1,125.71379651990495
2024,Agri03_No-till,DE2,125.71379651990495
2024,Agri03_No-till,DE3,125.71379651990495
2024,Agri03_No-till,DE4,125.71379651990495
2024,Agri03_No-till,DE5,125.71379651990495
2024,Agri03_No-till,DE6,125.71379651990495
2024,Agri03_No-till,DE7,125.71379651990495
2024,Agri03_No-till,DE8,125.71379651990495
2024,Agri03_No-till,DE9,125.71379651990495
2024,Agri03_No-till,DEA,125.71379651990495
2024,Agri03_No-till,DEB,125.71379651990495
2024,Agri03_No-till,DEC,125.71379651990495
2024,Agri03_No-till,DEE,125.71379651990495
2024,Agri03_No-till,DED,125.71379651990495
2024,Agri03_No-till,DEF,125.71379651990495
2024,Agri03_No-till,DEG,125.71379651990495
2024,Agri04_toGrassland,DE1,238.6537098328595
2024,Agri04_toGrassland,DE2,238.6537098328595
2024,Agri04_toGrassland,DE3,238.6537098328595
2024,Agri04_toGrassland,DE4,238.6537098328595
2024,Agri04_toGrassland,DE5,238.6537098328595
2024,Agri04_toGrassland,DE6,238.6537098328595
2024,Agri04_toGrassland,DE7,238.6537098328595
2024,Agri04_toGrassland,DE8,238.6537098328595
2024,Agri04_toGrassland,DE9,238.6537098328595
2024,Agri04_toGrassland,DEA,238.6537098328595
2024,Agri04_toGrassland,DEB,238.6537098328595
2024,Agri04_toGrassland,DEC,238.6537098328595
2024,Agri04_toGrassland,DEE,238.6537098328595
2024,Agri04_toGrassland,DED,238.6537098328595
2024,Agri04_toGrassland,DEF,238.6537098328595
2024,Agri04_toGrassland,DEG,238.6537098328595
2024,Agri05_Agroforestry,DE1,186.56868940237496
2024,Agri05_Agroforestry,DE2,186.56868940237496
2024,Agri05_Agroforestry,DE3,186.56868940237496
2024,Agri05_Agroforestry,DE4,186.56868940237496
2024,Agri05_Agroforestry,DE5,186.56868940237496
2024,Agri05_Agroforestry,DE6,186.56868940237496
2024,Agri05_Agroforestry,DE7,186.56868940237496
2024,Agri05_Agroforestry,DE8,186.56868940237496
2024,Agri05_Agroforestry,DE9,186.56868940237496
2024,Agri05_Agroforestry,DEA,186.56868940237496
2024,Agri05_Agroforestry,DEB,186.56868940237496
2024,Agri05_Agroforestry,DEC,186.56868940237496
2024,Agri05_Agroforestry,DEE,186.56868940237496
2024,Agri05_Agroforestry,DED,186.56868940237496
2024,Agri05_Agroforestry,DEF,186.56868940237496
2024,Agri05_Agroforestry,DEG,186.56868940237496
2024,Agri06_Biochar,DE1,180.9484732760129
2024,Agri06_Biochar,DE2,180.9484732760129
2024,Agri06_Biochar,DE3,180.9484732760129
2024,Agri06_Biochar,DE4,180.9484732760129
2024,Agri06_Biochar,DE5,180.9484732760129
2024,Agri06_Biochar,DE6,180.9484732760129
2024,Agri06_Biochar,DE7,180.9484732760129
2024,Agri06_Biochar,DE8,180.9484732760129
2024,Agri06_Biochar,DE9,180.9484732760129
2024,Agri06_Biochar,DEA,180.9484732760129
2024,Agri06_Biochar,DEB,180.9484732760129
2024,Agri06_Biochar,DEC,180.9484732760129
2024,Agri06_Biochar,DEE,180.9484732760129
2024,Agri06_Biochar,DED,180.9484732760129
2024,Agri06_Biochar,DEF,180.9484732760129
2024,Agri06_Biochar,DEG,180.9484732760129
2025,Agri01_AGC,DE1,132.7194863909781
2025,Agri01_AGC,DE2,132.7194863909781
2025,Agri01_AGC,DE3,132.7194863909781
2025,Agri01_AGC,DE4,132.7194863909781
2025,Agri01_AGC,DE5,132.7194863909781
2025,Agri01_AGC,DE6,132.7194863909781
2025,Agri01_AGC,DE7,132.7194863909781
2025,Agri01_AGC,DE8,132.7194863909781
2025,Agri01_AGC,DE9,132.7194863909781
2025,Agri01_AGC,DEA,132.7194863909781
2025,Agri01_AGC,DEB,132.7194863909781
2025,Agri01_AGC,DEC,132.7194863909781
2025,Agri01_AGC,DEE,132.7194863909781
2025,Agri01_AGC,DED,132.7194863909781
2025,Agri01_AGC,DEF,132.7194863909781
2025,Agri01_AGC,DEG,132.7194863909781
2025,Agri02_OFC,DE1,132.50863564451393
2025,Agri02_OFC,DE2,132.50863564451393
2025,Agri02_OFC,DE3,132.50863564451393
2025,Agri02_OFC,DE4,132.50863564451393
2025,Agri02_OFC,DE5,132.50863564451393
2025,Agri02_OFC,DE6,132.50863564451393
2025,Agri02_OFC,DE7,132.50863564451393
2025,Agri02_OFC,DE8,132.50863564451393
2025,Agri02_OFC,DE9,132.50863564451393
2025,Agri02_OFC,DEA,132.50863564451393
2025,Agri02_OFC,DEB,132.50863564451393
2025,Agri02_OFC,DEC,132.50863564451393
2025,Agri02_OFC,DEE,132.50863564451393
2025,Agri02_OFC,DED,132.50863564451393
2025,Agri02_OFC,DEF,132.50863564451393
2025,Agri02_OFC,DEG,132.50863564451393
2025,Agri03_No-till,DE1,139.32776776946105
2025,Agri03_No-till,DE2,139.32776776946105
2025,Agri03_No-till,DE3,139.32776776946105
2025,Agri03_No-till,DE4,139.32776776946105
2025,Agri03_No-till,DE5,139.32776776946105
2025,Agri03_No-till,DE6,139.32776776946105
2025,Agri03_No-till,DE7,139.32776776946105
2025,Agri03_No-till,DE8,139.32776776946105
2025,Agri03_No-till,DE9,139.32776776946105
2025,Agri03_No-till,DEA,139.32776776946105
2025,Agri03_No-till,DEB,139.32776776946105
2025,Agri03_No-till,DEC,139.32776776946105
2025,Agri03_No-till,DEE,139.32776776946105
2025,Agri03_No-till,DED,139.32776776946105
2025,Agri03_No-till,DEF,139.32776776946105
2025,Agri03_No-till,DEG,139.32776776946105
2025,Agri04_toGrassland,DE1,234.7076860677971
2025,Agri04_toGrassland,DE2,234.7076860677971
2025,Agri04_toGrassland,DE3,234.7076860677971
2025,Agri04_toGrassland,DE4,234.7076860677971
2025,Agri04_toGrassland,DE5,234.7076860677971
2025,Agri04_toGrassland,DE6,234.7076860677971
2025,Agri04_toGrassland,DE7,234.7076860677971
2025,Agri04_toGrassland,DE8,234.7076860677971
2025,Agri04_toGrassland,DE9,234.7076860677971
2025,Agri04_toGrassland,DEA,234.7076860677971
2025,Agri04_toGrassland,DEB,234.7076860677971
2025,Agri04_toGrassland,DEC,234.7076860677971
2025,Agri04_toGrassland,DEE,234.7076860677971
2025,Agri04_toGrassland,DED,234.7076860677971
2025,Agri04_toGrassland,DEF,234.7076860677971
2025,Agri04_toGrassland,DEG,234.7076860677971
2025,Agri05_Agroforestry,DE1,194.90973431006537
2025,Agri05_Agroforestry,DE2,194.90973431006537
2025,Agri05_Agroforestry,DE3,194.90973431006537
2025,Agri05_Agroforestry,DE4,194.90973431006537
2025,Agri05_Agroforestry,DE5,194.90973431006537
2025,Agri05_Agroforestry,DE6,194.90973431006537
2025,Agri05_Agroforestry,DE7,194.90973431006537
2025,Agri05_Agroforestry,DE8,194.90973431006537
2025,Agri05_Agroforestry,DE9,194.90973431006537
2025,Agri05_Agroforestry,DEA,194.90973431006537
2025,Agri05_Agroforestry,DEB,194.90973431006537
2025,Agri05_Agroforestry,DEC,194.90973431006537
2025,Agri05_Agroforestry,DEE,194.90973431006537
2025,Agri05_Agroforestry,DED,194.90973431006537
2025,Agri05_Agroforestry,DEF,194.90973431006537
